0.200078	    1.01519
1.06673	        1.03081
1.89458	        1.00053
2.64317	        0.931259
3.28722	        0.820268
3.79403	        0.679155
4.14828	        0.509851
4.33451	        0.318639
4.34418	        0.11454
4.18002	        -0.0910078
3.84655	        -0.293495
3.35553	        -0.485834
2.7329	        -0.65997
1.99429	        -0.806882
1.1737	        -0.920126
0.307846	    -0.997126
-0.571533	    -1.03176
-1.42868	    -1.02757
-2.22913	    -0.977635
-2.93792	    -0.888714
-3.52719	    -0.765643
-3.97309	    -0.606328
-4.25613	    -0.431064
-4.36906	    -0.237437
-4.30543	    -0.0318885
-4.06572	    0.178331
-3.66557	    0.374537
-3.11593	    0.562849
-2.43935	    0.724904
-1.66371	    0.860218
-0.819447	    0.958805
0.0605759	    1.01438
0.935286	    1.03516
1.77199	        1.01068
2.53636	        0.946884
3.19926	        0.841532
3.72975	        0.699613
4.10833	        0.534658
4.31937	        0.350051
4.35819	        0.148691
4.21852	        -0.0576626
3.91211	        -0.263211
3.44397	        -0.46006
2.83906	        -0.636129
2.11833	        -0.788195
1.30901	        -0.906273
0.446704	    -0.98875
-0.432675	    -1.02612
-1.29514	    -1.03047
-2.10863	    -0.985367
-2.83321	    -0.903212
-3.44294	    -0.785779
-3.91156	    -0.636451
-4.21973	    -0.461026
-4.35859	    -0.26756
-4.32476	    -0.0607233
-4.11244	    0.146436
-3.73532	    0.348601
-3.20952	    0.535142
-2.5505	        0.700096
-1.78775	    0.840243
-0.951538	    0.945273
-0.0757044	    1.00649
0.80126	        1.03468
1.64537	        1.01728
2.42312	        0.959127
3.1039	        0.860541
3.65726	        0.725065
4.06097	        0.561238
4.29907	        0.377919
4.36416	        0.177526
4.25445	        -0.0257672
3.97027	        -0.230027
3.52919	        -0.427842
2.94264	        -0.607455
2.23786	        -0.763388
1.44191	        -0.889359
0.58524	        -0.97699
-0.294462	    -1.02483
-1.16337	    -1.03337
-1.98427	    -0.996965
-2.72577	    -0.916743
-3.35563	    -0.807365
-3.84599	    -0.659003
-4.18235	    -0.486317
-4.34812	    -0.297683
-4.33894	    -0.0942295
-4.15658	    0.114218
-3.80395	    0.315417
-3.29957	    0.506307
-2.66069	    0.680282
-1.91098	    0.821718
-1.08572	    0.93142
-0.211663	    0.996661
0.66514	        1.03242
1.51923	        1.01825
2.3081	        0.969437
3.00627	        0.877616
3.5809	        0.750517
4.00877	        0.592006
4.27491	        0.406915
4.36722	        0.21071
4.28248	        0.00580603
4.02536	        -0.198937
3.60845	        -0.397558
3.04381	        -0.581198
2.35385	        -0.74003
1.56966	        -0.8689
0.720393	    -0.966036
-0.158826	    -1.0192
-1.02838	    -1.03691
-1.8612	        -1.00872
-2.61735	    -0.93543
-3.26332	    -0.823635
-3.78091	    -0.682522
-4.14031	    -0.514508
-4.33523	    -0.32829
-4.35569	    -0.125964
-4.19524	    0.0821617
-3.86999	    0.282233
-3.38849	    0.474572
-2.76781	    0.650642
-2.03437	    0.798199
-1.21814	    0.920305
-0.35052	    0.994567
