2.00254E-06     	1.01519
6.15254E-06     	1.03081
1.03025E-05     	1.00053
1.44525E-05     	0.931259
1.86025E-05     	0.820268
2.27525E-05     	0.679155
2.69025E-05     	0.509851
3.10525E-05     	0.318639
3.52025E-05     	0.11454
3.93525E-05     	-0.0910078
4.35025E-05     	-0.293495
4.76525E-05     	-0.485834
5.18025E-05     	-0.65997
5.59525E-05     	-0.806882
6.01025E-05     	-0.920126
6.42525E-05     	-0.997126
6.84025E-05     	-1.03176
7.25525E-05     	-1.02757
7.67025E-05     	-0.977635
8.08525E-05     	-0.888714
8.50025E-05     	-0.765643
8.91525E-05     	-0.606328
9.33025E-05     	-0.431064
9.74525E-05     	-0.237437
0.000101603     	-0.0318885
0.000106003     	0.178331
0.000110003     	0.374537
0.000114003     	0.562849
0.000118003     	0.724904
0.000122003     	0.860218
0.000126003     	0.958805
0.000131003     	1.01438
0.000135003     	1.03516
0.000139003     	1.01068
0.000143003     	0.946884
0.000147003     	0.841532
0.000151003     	0.699613
0.000156003     	0.534658
0.000160003     	0.350051
0.000164003     	0.148691
0.000168003     	-0.0576626
0.000172003     	-0.263211
0.000176003     	-0.46006
0.000180003     	-0.636129
0.000185003     	-0.788195
0.000189003     	-0.906273
0.000193003     	-0.98875
0.000197003     	-1.02612
0.000201003     	-1.03047
0.000205003     	-0.985367
0.000209003     	-0.903212
0.000214003     	-0.785779
0.000218003     	-0.636451
0.000222003     	-0.461026
0.000226003     	-0.26756
0.000230003     	-0.0607233
0.000234003     	0.146436
0.000239003     	0.348601
0.000243003     	0.535142
0.000247003     	0.700096
0.000251003     	0.840243
0.000255003     	0.945273
0.000259003     	1.00649
0.000263003     	1.03468
0.000268003     	1.01728
0.000272003     	0.959127
0.000276003     	0.860541
0.000280003     	0.725065
0.000284003     	0.561238
0.000288003     	0.377919
0.000292003     	0.177526
0.000297003     	-0.0257672
0.000301003     	-0.230027
0.000305003     	-0.427842
0.000309003     	-0.607455
0.000313003     	-0.763388
0.000317003     	-0.889359
0.000322003     	-0.97699
0.000326003     	-1.02483
0.000330003     	-1.03337
0.000334003     	-0.996965
0.000338003     	-0.916743
0.000342003     	-0.807365
0.000346003     	-0.659003
0.000351003     	-0.486317
0.000355003     	-0.297683
0.000359003     	-0.0942295
0.000363003     	0.114218
0.000367003     	0.315417
0.000371003     	0.506307
0.000375003     	0.680282
0.000380003     	0.821718
0.000384003     	0.93142
0.000388003     	0.996661
0.000392003     	1.03242
0.000396003     	1.01825
0.000400003     	0.969437
0.000405003     	0.877616
0.000409003     	0.750517
0.000413003     	0.592006
0.000417003     	0.406915
0.000421003     	0.21071
0.000425003     	0.00580603
0.000429003     	-0.198937
0.000434003     	-0.397558
0.000438003     	-0.581198
0.000442003     	-0.74003
0.000446003     	-0.8689
0.000450003     	-0.966036
0.000454003     	-1.0192
0.000458003     	-1.03691
0.000463003     	-1.00872
0.000467003     	-0.93543
0.000471003     	-0.823635
0.000475003     	-0.682522
0.000479003     	-0.514508
0.000483003     	-0.32829
0.000488003     	-0.125964
0.000492003     	0.0821617
0.000496003     	0.282233
0.000500003     	0.474572
0.000504003     	0.650642
0.000508003     	0.798199
0.000512003     	0.920305
0.000517003     	0.994567
