0	        -0.952022
4.15E-06	-0.902246
8.30E-06	-0.816064
1.25E-05	-0.69702
1.66E-05	-0.549625
2.08E-05	-0.380966
2.49E-05	-0.19652
2.91E-05	-0.00514795
3.32E-05	0.185741
3.74E-05	0.369382
4.15E-05	0.537397
4.57E-05	0.683665
4.98E-05	0.801582
5.40E-05	0.887765
5.81E-05	0.936897
6.23E-05	0.948173
6.64E-05	0.919821
7.06E-05	0.854419
7.47E-05	0.752933
7.89E-05	0.620841
8.30E-05	0.463296
8.72E-05	0.286744
9.13E-05	0.0984316
9.55E-05	-0.0943906
9.96E-05	-0.283508
0.000104	-0.46151
0.000108	-0.621309
0.000112	-0.756622
0.000116	-0.861974
0.00012	    -0.932852
0.000124	-0.96652
0.000129	-0.961204
0.000133	-0.916905
0.000137	-0.8362
0.000141	-0.721988
0.000145	-0.57862
0.000149	-0.412539
0.000154	-0.230027
0.000158	-0.0391375
0.000162	0.152718
0.000166	0.33797
0.00017	    0.509367
0.000174	0.659019
0.000178	0.782574
0.000183	0.873589
0.000187	0.928842
0.000191	0.945918
0.000195	0.924332
0.000199	0.864568
0.000203	0.768881
0.000207	0.641621
0.000212	0.487298
0.000216	0.313162
0.00022	    0.126139
0.000224	-0.0660392
0.000228	-0.256123
0.000232	-0.436219
0.000237	-0.59924
0.000241	-0.738903
0.000245	-0.848926
0.000249	-0.925442
0.000253	-0.964909
0.000257	-0.965875
0.000261	-0.927859
0.000266	-0.852308
0.00027	    -0.743091
0.000274	-0.60375
0.000278	-0.440407
0.000282	-0.260311
0.000286	-0.0699053
0.00029	    0.121789
0.000295	0.308974
0.000299	0.482466
0.000303	0.63695
0.000307	0.764371
0.000311	0.861024
0.000315	0.922076
0.00032	    0.945273
0.000324	0.929164
0.000328	0.875522
0.000332	0.785312
0.000336	0.662079
0.00034	    0.512267
0.000344	0.340869
0.000349	0.155457
0.000353	-0.0365601
0.000357	-0.22761
0.000361	-0.409962
0.000365	-0.576204
0.000369	-0.719572
0.000373	-0.834428
0.000378	-0.916421
0.000382	-0.961687
0.000386	-0.968614
0.00039	    -0.936879
0.000394	-0.867128
0.000398	-0.762583
0.000403	-0.627752
0.000407	-0.467792
0.000411	-0.289629
0.000415	-0.100673
0.000419	0.0919881
0.000423	0.280139
0.000427	0.456369
0.000432	0.614236
0.000436	0.746168
0.00044	    0.847653
0.000444	0.914989
0.000448	0.943823
0.000452	0.93448
0.000456	0.885993
0.000461	0.80126
0.000465	0.68286
0.000469	0.536591
0.000473	0.368576
0.000477	0.184614
0.000481	-0.00675883
0.000486	-0.198292
0.00049	    -0.382255
0.000494	-0.551558
0.000498	-0.698953
0.000502	-0.818963
0.000506	-0.906273
0.00051	    -0.957499
0.000515	-0.970386
